Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20180330","WAS","NL",1,"CIN","NL",1,2,0,54,"CIN09",43878,"100000001","000000000",32,6,1,0,0,2,0,1,0,4,0,6,1,0,0,0,8,4,0,0,0,0,27,6,0,0,0,0,34,7,1,0,0,0,0,0,0,2,0,14,1,0,0,0,9,5,2,2,0,0,27,9,0,0,0,0,"schem001","Max Scherzer","bailh001","Homer Bailey","dools001","Sean Doolittle","schem001","Max Scherzer","bailh001","Homer Bailey",
"20180331","WAS","NL",2,"CIN","NL",2,13,7,54,"CIN09",27341,"301110124","000102022",38,14,2,0,4,13,0,2,1,4,1,8,0,1,0,0,5,5,5,5,0,0,27,8,1,0,0,0,39,12,1,0,3,7,0,1,0,2,0,11,0,0,0,0,8,5,13,13,0,0,27,8,0,0,0,0,"stras001","Stephen Strasburg","castl003","Luis Castillo","","(none)","stras001","Stephen Strasburg","castl003","Luis Castillo",
"20180401","WAS","NL",3,"CIN","NL",3,6,5,54,"CIN09",10355,"200001201","000001022",34,8,0,0,4,6,0,0,1,6,1,6,2,0,1,0,8,5,5,5,0,0,27,5,0,0,2,0,32,7,3,0,1,4,0,0,2,3,0,8,0,0,2,0,5,4,6,6,0,0,27,14,0,0,1,0,"gonzg003","Gio Gonzalez","romas001","Sal Romano","dools001","Sean Doolittle","gonzg003","Gio Gonzalez","romas001","Sal Romano",
"20180402","WAS","NL",4,"ATL","NL",4,8,1,54,"ATL03",25054,"230010002","000100000",37,10,3,0,1,8,0,0,1,10,1,10,1,0,1,0,13,3,1,1,1,0,27,11,1,0,2,0,30,4,0,0,0,1,0,0,0,1,0,9,1,0,1,0,3,5,7,7,0,0,27,8,2,0,1,0,"roart001","Tanner Roark","newcs001","Sean Newcomb","","(none)","roart001","Tanner Roark","newcs001","Sean Newcomb",
"20180403","WAS","NL",5,"ATL","NL",5,6,13,51,"ATL03",26782,"311000001","44111002x",36,9,1,0,3,6,0,0,0,6,0,5,2,0,0,0,9,5,13,13,0,0,24,8,0,0,1,0,36,15,4,0,2,13,2,0,1,5,0,9,1,0,1,0,7,5,5,5,1,0,27,8,1,1,1,0,"carls002","Shane Carle","colea002","A.J. Cole","","(none)","colea002","A.J. Cole","tehej001","Julio Teheran",
"20180404","WAS","NL",6,"ATL","NL",6,1,7,51,"ATL03",29834,"010000000","30020002x",32,6,1,0,0,1,0,0,2,6,0,12,1,0,0,0,12,3,3,3,1,0,24,2,1,1,0,0,32,7,4,0,1,6,0,0,0,4,0,11,0,0,0,0,5,6,1,1,2,0,27,7,0,0,0,0,"foltm001","Mike Foltynewicz","schem001","Max Scherzer","","(none)","schem001","Max Scherzer","foltm001","Mike Foltynewicz",
"20180405","NYN","NL",6,"WAS","NL",7,8,2,54,"WAS11",42477,"010120400","101000000",34,8,2,0,3,7,0,0,1,4,0,10,0,0,1,0,4,5,1,1,0,0,27,8,1,0,1,0,32,6,3,0,0,1,0,0,0,3,0,11,0,0,1,0,6,4,8,8,0,1,27,10,0,0,1,0,"degrj001","Jacob deGrom","stras001","Stephen Strasburg","","(none)","degrj001","Jacob deGrom","stras001","Stephen Strasburg",
"20180407","NYN","NL",7,"WAS","NL",8,3,2,54,"WAS11",28952,"000001200","000011000",34,8,3,0,0,3,0,0,0,5,2,10,1,0,1,0,9,6,1,1,0,0,27,8,1,0,0,0,31,5,0,0,1,2,1,0,0,3,0,10,5,0,0,0,6,5,3,3,0,0,27,11,1,0,1,0,"roblh001","Hansel Robles","kintb001","Brandon Kintzler","famij001","Jeurys Familia","matzs001","Steven Matz","gonzg003","Gio Gonzalez",
"20180408","NYN","NL",8,"WAS","NL",9,6,5,72,"WAS11",21579,"004010000001","200110100000",42,9,2,0,2,6,1,0,0,5,1,18,1,0,1,0,6,6,5,5,0,0,36,17,3,0,1,0,47,13,3,0,1,5,0,0,1,7,2,7,2,1,1,0,14,7,6,6,1,0,36,9,0,0,1,0,"lugos001","Seth Lugo","kintb001","Brandon Kintzler","rhamj001","Jacob Rhame","harvm001","Matt Harvey","roart001","Tanner Roark",
"20180409","ATL","NL",10,"WAS","NL",10,0,2,51,"WAS11",19528,"000000000","20000000x",28,2,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,3,2,2,1,0,24,7,0,0,0,0,29,6,4,0,0,2,0,0,0,7,2,10,1,0,0,0,10,1,0,0,0,0,27,6,0,0,1,0,"schem001","Max Scherzer","tehej001","Julio Teheran","","(none)","tehej001","Julio Teheran","schem001","Max Scherzer",
"20180410","ATL","NL",11,"WAS","NL",11,1,4,51,"WAS11",19357,"000000001","20010100x",31,5,3,0,0,1,0,0,0,3,0,9,0,1,0,0,6,4,2,2,0,0,24,7,2,0,0,0,32,8,2,1,0,3,1,0,0,2,0,7,0,1,0,0,7,3,1,1,1,0,27,10,0,0,0,0,"stras001","Stephen Strasburg","foltm001","Mike Foltynewicz","madsr001","Ryan Madson","foltm001","Mike Foltynewicz","stras001","Stephen Strasburg",
"20180411","ATL","NL",12,"WAS","NL",12,5,3,72,"WAS11",21109,"100100000012","001000001010",46,11,3,0,3,5,0,0,1,7,2,16,3,1,1,0,13,7,3,3,1,0,36,18,2,0,4,0,41,10,1,0,1,3,1,0,1,3,0,11,0,0,3,0,7,7,5,5,0,0,36,7,1,1,1,0,"carls002","Shane Carle","madsr001","Ryan Madson","","(none)","mccab001","Brandon McCarthy","colea002","A.J. Cole",
