Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20180329","CHN","NL",1,"MIA","NL",1,8,4,54,"MIA02",32151,"310100300","103000000",35,9,4,0,3,8,0,0,3,5,2,10,1,0,1,1,9,6,3,3,0,0,27,11,2,0,2,0,33,8,2,1,0,4,0,0,1,6,0,7,0,0,2,0,9,5,7,7,0,0,27,6,2,0,1,0,"cishs001","Steve Cishek","urenj001","Jose Urena","","(none)","lestj001","Jon Lester","urenj001","Jose Urena",
"20180330","CHN","NL",2,"MIA","NL",2,1,2,101,"MIA02",12034,"00100000000000000","00100000000000001",58,8,2,0,1,1,0,0,1,8,1,20,0,0,1,0,15,6,2,2,0,0,50,21,1,1,1,0,61,12,0,0,0,2,0,0,1,8,0,14,0,1,1,0,18,8,1,1,0,0,51,12,0,0,1,0,"despo001","Odrisamer Despaigne","butle001","Eddie Butler","","(none)","hendk001","Kyle Hendricks","smitc006","Caleb Smith",
"20180331","CHN","NL",3,"MIA","NL",3,10,6,60,"MIA02",13422,"0200310004","2000300100",41,13,4,0,1,9,1,1,0,5,0,11,0,0,1,0,8,6,6,6,0,0,30,14,0,1,3,0,37,10,0,0,1,6,0,0,2,3,0,7,0,1,2,0,6,5,9,9,0,0,30,13,1,0,1,0,"strop001","Pedro Strop","ziegb001","Brad Ziegler","","(none)","darvy001","Yu Darvish","despo001","Odrisamer Despaigne",
"20180401","CHN","NL",4,"MIA","NL",4,0,6,51,"MIA02",10428,"000000000","00005100x",35,8,2,0,0,0,0,0,1,1,0,6,0,0,0,0,10,2,6,6,1,0,24,11,0,0,0,0,30,8,4,0,0,5,1,0,0,5,1,5,0,0,0,0,6,4,0,0,0,0,27,10,0,0,0,0,"peted001","Dillon Peters","quinj001","Jose Quintana","","(none)","quinj001","Jose Quintana","peted001","Dillon Peters",
"20180402","CHN","NL",5,"CIN","NL",4,0,1,51,"CIN09",18963,"000000000","00010000x",27,2,0,1,0,0,0,0,1,5,0,11,0,1,1,0,6,3,1,1,1,0,24,9,1,0,1,0,28,5,1,1,0,1,1,0,0,6,0,7,0,0,1,0,10,4,0,0,0,0,27,8,0,0,1,0,"mahlt001","Tyler Mahle","chatt001","Tyler Chatwood","igler001","Raisel Iglesias","chatt001","Tyler Chatwood","mahlt001","Tyler Mahle",
"20180405","CHN","NL",6,"MIL","NL",7,8,0,54,"MIL06",24310,"032000012","000000000",42,13,2,1,1,7,0,0,1,4,2,9,1,0,0,0,12,4,0,0,0,0,27,9,0,0,0,0,30,4,2,0,0,0,0,0,1,1,0,11,1,1,0,0,5,5,7,7,0,0,27,7,3,1,0,0,"lestj001","Jon Lester","suteb001","Brent Suter","","(none)","lestj001","Jon Lester","suteb001","Brent Suter",
"20180406","CHN","NL",7,"MIL","NL",8,4,5,52,"MIL06",37758,"200002000","000040001",34,7,1,1,0,3,0,0,1,4,1,9,1,0,0,0,8,7,5,5,0,0,25,9,2,1,0,0,37,12,1,0,2,5,1,0,0,6,0,8,0,0,0,0,14,4,4,4,1,1,27,7,1,0,0,0,"albem001","Matt Albers","montm002","Mike Montgomery","","(none)","hendk001","Kyle Hendricks","woodb005","Brandon Woodruff",
"20180407","CHN","NL",8,"MIL","NL",9,5,2,54,"MIL06",43331,"000001004","000100010",33,8,1,1,1,5,1,0,0,7,1,9,0,1,1,0,9,5,2,2,1,0,27,6,0,0,0,0,30,4,1,0,1,2,0,1,1,1,0,13,0,0,0,0,4,6,3,3,0,0,27,7,2,0,1,0,"strop001","Pedro Strop","barnj002","Jacob Barnes","morrb001","Brandon Morrow","darvy001","Yu Darvish","daviz001","Zach Davies",
"20180408","CHN","NL",9,"MIL","NL",10,3,0,54,"MIL06",39282,"000110100","000000000",32,7,2,1,1,2,1,0,1,2,0,8,0,0,1,0,6,4,0,0,1,0,27,10,0,0,1,0,29,3,1,0,0,0,0,0,0,2,0,9,0,1,0,0,4,3,2,2,0,0,27,8,1,0,1,0,"quinj001","Jose Quintana","andec001","Chase Anderson","morrb001","Brandon Morrow","quinj001","Jose Quintana","andec001","Chase Anderson",
"20180410","PIT","NL",10,"CHN","NL",10,8,5,54,"CHI11",40144,"013100300","110000120",39,12,2,0,2,8,0,0,0,2,0,9,0,0,0,0,6,3,5,5,0,0,27,8,1,0,0,0,36,10,1,0,2,5,0,0,1,2,0,8,0,0,0,0,7,4,8,8,0,0,27,8,0,0,0,0,"novai001","Ivan Nova","chatt001","Tyler Chatwood","rivef001","Felipe Vazquez","novai001","Ivan Nova","chatt001","Tyler Chatwood",
